kind,phase,ordinal,symbol,atMs,durationMs,success,candles,error
sustain,sustain,0,TRUMP,92381,318,True,11,""
sustain,sustain,0,ENA,92496,268,True,11,""
sustain,sustain,0,CASHCAT,92509,266,True,11,""
sustain,sustain,0,TRUMP,92556,276,True,11,""
sustain,sustain,0,ENA,92566,266,True,11,""
sustain,sustain,0,CASHCAT,92595,264,True,11,""
sustain,sustain,0,TRUMP,92580,278,True,11,""
sustain,sustain,0,CASHCAT,92646,251,True,11,""
sustain,sustain,0,CASHCAT,92700,249,True,11,""
sustain,sustain,0,TRUMP,92765,244,True,11,""
sustain,sustain,0,UNI,92776,252,True,11,""
sustain,sustain,0,CASHCAT,92833,278,True,11,""
sustain,sustain,0,CASHCAT,92859,253,True,11,""
sustain,sustain,0,TRUMP,92833,281,True,11,""
sustain,sustain,0,UNI,92859,256,True,11,""
sustain,sustain,0,UNI,92897,244,True,11,""
sustain,sustain,0,UNI,92949,244,True,11,""
sustain,sustain,0,CASHCAT,93010,256,True,11,""
sustain,sustain,0,FARTCOIN,93029,251,True,11,""
sustain,sustain,0,CASHCAT,93114,255,True,11,""
sustain,sustain,0,UNI,93111,260,True,11,""
sustain,sustain,0,FARTCOIN,93115,257,True,11,""
sustain,sustain,0,FARTCOIN,93142,251,True,11,""
sustain,sustain,0,FARTCOIN,93194,253,True,11,""
sustain,sustain,0,UNI,93266,273,True,11,""
sustain,sustain,0,UNI,93112,474,True,11,""
sustain,sustain,0,FARTCOIN,93371,248,True,11,""
sustain,sustain,0,UNI,93369,256,True,11,""
sustain,sustain,0,NEAR,93372,256,True,11,""
sustain,sustain,0,NEAR,93394,258,True,11,""
probe,sustain,,allMids,93434,238,True,,""
sustain,sustain,0,NEAR,93448,270,True,11,""
sustain,sustain,0,NEAR,93280,458,True,11,""
sustain,sustain,0,FARTCOIN,93539,263,True,11,""
sustain,sustain,0,FARTCOIN,93587,251,True,11,""
sustain,sustain,0,LIT,93629,255,True,11,""
